technique,year_start,year_end,num_groups,groups
Replication Through Removable Media,2021,2023,4,"FIN7, Aoqin Dragon, Mustang Panda, LuminousMoth"
Rootkit,2019,2021,4,"Rocke, TeamTNT, APT41, APT28"
SSH,2025,2027,4,"Storm-1811, UNC3886, Scattered Spider, Salt Typhoon"
Screen Capture,2020,2022,4,"Dragonfly, GOLD SOUTHFIELD, APT39, Gamaredon Group"
Search Victim-Owned Websites,2020,2022,4,"Kimsuky, Sandworm Team, Silent Librarian, EXOTIC LILY"
Search Victim-Owned Websites,2022,2024,4,"Kimsuky, TA578, EXOTIC LILY, Volt Typhoon"
Security Account Manager,2020,2022,4,"Threat Group-3390, Ke3chang, Dragonfly, Wizard Spider"
Security Software Discovery,2025,2027,4,"Gamaredon Group, APT42, Storm-0501, Medusa Group"
Shortcut Modification,2018,2020,4,"Leviathan, Gorgon Group, Lazarus Group, APT39"
Spearphishing via Service,2024,2026,4,"Moonstone Sleet, ToddyCat, Contagious Interview, Storm-1811"
Steganography,2021,2023,4,"Earth Lusca, TA551, Andariel, Leviathan"
Symmetric Cryptography,2018,2020,4,"APT28, Inception, APT33, BRONZE BUTLER"
System Checks,2021,2023,4,"Volt Typhoon, Darkhotel, OilRig, Evilnum"
System Language Discovery,2024,2026,4,"Malteiro, MirrorFace, Storm-0501, BlackByte"
System Owner/User Discovery,2025,2027,4,"Medusa Group, MirrorFace, Kimsuky, Storm-1811"
System Service Discovery,2019,2021,4,"APT1, Chimera, Indrik Spider, BRONZE BUTLER"
System Time Discovery,2017,2019,4,"Turla, BRONZE BUTLER, The White Company, Lazarus Group"
Template Injection,2020,2022,4,"Dragonfly, Gamaredon Group, Inception, Confucius"
Timestomp,2020,2022,4,"Rocke, Kimsuky, Chimera, APT38"
Timestomp,2023,2025,4,"APT29, APT5, Mustang Panda, UNC3886"
Trusted Relationship,2018,2020,4,"menuPass, Sandworm Team, GOLD SOUTHFIELD, APT28"
Trusted Relationship,2021,2023,4,"LAPSUS$, Threat Group-3390, APT29, POLONIUM"
Trusted Relationship,2022,2024,4,"LAPSUS$, Sea Turtle, RedCurl, POLONIUM"
Trusted Relationship,2024,2026,4,"HAFNIUM, VOID MANTICORE, Sea Turtle, RedCurl"
Unix Shell,2025,2027,4,"Velvet Ant, Contagious Interview, Scattered Spider, UNC3886"
Upload Malware,2025,2027,4,"WIRTE, APT-C-36, APT42, Contagious Interview"
VNC,2020,2022,4,"GCMAN, Gamaredon Group, Fox Kitten, FIN7"
Valid Accounts,2025,2027,4,"Medusa Group, UNC3886, VOID MANTICORE, Scattered Spider"
Virtual Private Server,2021,2023,4,"Dragonfly, Axiom, LAPSUS$, HAFNIUM"
Virtual Private Server,2025,2027,4,"APT-C-36, VOID MANTICORE, APT42, Contagious Interview"
Windows Management Instrumentation Event Subscription,2018,2020,4,"APT33, Leviathan, Blue Mockingbird, Turla"
Windows Management Instrumentation Event Subscription,2020,2022,4,"APT33, Mustang Panda, Blue Mockingbird, FIN8"
Windows Service,2021,2023,4,"TeamTNT, APT38, Cinnamon Tempest, Earth Lusca"
Accessibility Features,2018,2020,3,"Fox Kitten, APT41, APT3"
Account Discovery,2023,2025,3,"Aquatic Panda, Scattered Spider, FIN13"
Application Layer Protocol,2020,2022,3,"Rocke, Magic Hound, TeamTNT"
Archive Collected Data,2023,2025,3,"LuminousMoth, BlackByte, Ember Bear"
Archive via Custom Method,2017,2019,3,"FIN6, Kimsuky, CopyKittens"
Archive via Custom Method,2018,2020,3,"Kimsuky, CopyKittens, Lazarus Group"
Archive via Custom Method,2019,2021,3,"Mustang Panda, Kimsuky, Lazarus Group"
Asymmetric Cryptography,2025,2027,3,"Velvet Ant, APT42, Medusa Group"
At,2017,2019,3,"BRONZE BUTLER, APT18, Threat Group-3390"
Automated Exfiltration,2022,2024,3,"RedCurl, Winter Vivern, Ke3chang"
Automated Exfiltration,2024,2026,3,"RedCurl, Kimsuky, Winter Vivern"
BITS Jobs,2020,2022,3,"APT41, APT39, Patchwork"
Binary Padding,2018,2020,3,"Leviathan, Patchwork, BRONZE BUTLER"
Boot or Logon Initialization Scripts,2023,2025,3,"APT29, UNC3886, APT41"
Bootkit,2017,2019,3,"Lazarus Group, APT28, APT41"
Botnet,2022,2024,3,"Axiom, Volt Typhoon, Sandworm Team"
Browser Information Discovery,2020,2022,3,"Fox Kitten, APT38, Chimera"
Brute Force,2022,2024,3,"Ember Bear, Agrius, HEXANE"
Business Relationships,2020,2022,3,"LAPSUS$, Dragonfly, Sandworm Team"
Bypass User Account Control,2019,2021,3,"APT37, Evilnum, MuddyWater"
Clear Command History,2019,2021,3,"menuPass, APT41, TeamTNT"
Clear Command History,2024,2026,3,"Medusa Group, APT5, Aquatic Panda"
Clear Windows Event Logs,2021,2023,3,"Indrik Spider, Dragonfly, Chimera"
Cloud API,2023,2025,3,"APT29, TeamTNT, Storm-0501"
Cloud Services,2023,2025,3,"Storm-0501, Scattered Spider, APT29"
Code Repositories,2022,2024,3,"LAPSUS$, Scattered Spider, APT41"
Code Signing,2025,2027,3,"Mustang Panda, MirrorFace, Medusa Group"
Command and Scripting Interpreter,2021,2023,3,"APT37, Windigo, Dragonfly"
Command and Scripting Interpreter,2024,2026,3,"Saint Bear, Winter Vivern, Mustang Panda"
Compile After Delivery,2019,2021,3,"Gamaredon Group, MuddyWater, Rocke"
Compression,2026,2028,3,"WIRTE, Kimsuky, VOID MANTICORE"
Compromise Software Supply Chain,2023,2025,3,"Moonstone Sleet, FIN7, Daggerfly"
Compute Hijacking,2020,2022,3,"Blue Mockingbird, TeamTNT, Rocke"
Credentials In Files,2021,2023,3,"TeamTNT, FIN13, Kimsuky"
Credentials from Password Stores,2021,2023,3,"HEXANE, Volt Typhoon, Evilnum"
Credentials from Password Stores,2023,2025,3,"APT41, Malteiro, Volt Typhoon"
DLL,2026,2028,3,"MirrorFace, APT-C-36, WIRTE"
Data Destruction,2019,2021,3,"APT38, Lazarus Group, Sandworm Team"
Data Staged,2023,2025,3,"INC Ransom, Scattered Spider, Volt Typhoon"
Data Staged,2024,2026,3,"VOID MANTICORE, INC Ransom, Scattered Spider"
Data Transfer Size Limits,2023,2025,3,"Play, APT41, LuminousMoth"
Data from Cloud Storage,2025,2027,3,"Storm-0501, HAFNIUM, APT42"
Data from Network Shared Drive,2017,2019,3,"BRONZE BUTLER, Sowbug, menuPass"
Data from Removable Media,2017,2019,3,"APT28, Gamaredon Group, Turla"
Dead Drop Resolver,2018,2020,3,"BRONZE BUTLER, Rocke, APT41"
Digital Certificates,2022,2024,3,"BlackTech, LuminousMoth, Sea Turtle"
Disable or Modify System Firewall,2021,2023,3,"Dragonfly, TeamTNT, APT38"
Disk Structure Wipe,2019,2021,3,"Sandworm Team, Lazarus Group, APT38"
Domain Groups,2025,2027,3,"Medusa Group, Scattered Spider, Mustang Panda"
Dynamic Data Exchange,2021,2023,3,"BITTER, Sidewinder, Leviathan"
Dynamic Resolution,2023,2025,3,"APT29, TA2541, RedEcho"
Dynamic Resolution,2024,2026,3,"RedEcho, APT-C-36, Kimsuky"
Dynamic-link Library Injection,2017,2019,3,"Lazarus Group, Tropic Trooper, Putter Panda"
Email Account,2020,2022,3,"Magic Hound, TA505, Sandworm Team"
Email Accounts,2026,2028,3,"VOID MANTICORE, APT-C-36, WIRTE"
Email Addresses,2024,2026,3,"Moonstone Sleet, Saint Bear, Volt Typhoon"
Email Forwarding Rule,2020,2022,3,"Kimsuky, LAPSUS$, Silent Librarian"
Embedded Payloads,2024,2026,3,"Moonstone Sleet, TA577, Lazarus Group"
Employee Names,2020,2022,3,"Silent Librarian, Kimsuky, Sandworm Team"
Encrypted Channel,2020,2022,3,"Tropic Trooper, BITTER, APT29"
Encrypted Channel,2022,2024,3,"BITTER, APT29, Magic Hound"
Encrypted/Encoded File,2026,2028,3,"Kimsuky, APT-C-36, MirrorFace"
Establish Accounts,2024,2026,3,"Kimsuky, Ember Bear, Contagious Interview"
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,2024,2026,3,"Storm-1811, MirrorFace, CURIUM"
Exfiltration Over Unencrypted Non-C2 Protocol,2020,2022,3,"FIN6, Wizard Spider, APT32"
Exfiltration Over Unencrypted Non-C2 Protocol,2025,2027,3,"Mustang Panda, Contagious Interview, Salt Typhoon"
Exfiltration Over Web Service,2023,2025,3,"Magic Hound, BlackByte, Contagious Interview"
Exploitation of Remote Services,2022,2024,3,"MuddyWater, Ember Bear, Earth Lusca"
External Proxy,2020,2022,3,"Silence, APT39, Tonto Team"
External Remote Services,2025,2027,3,"VOID MANTICORE, APT-C-36, Velvet Ant"
Fallback Channels,2017,2019,3,"APT41, OilRig, Lazarus Group"
Gather Victim Identity Information,2025,2027,3,"VOID MANTICORE, Contagious Interview, Scattered Spider"
Gather Victim Org Information,2025,2027,3,"APT28, MirrorFace, FIN7"
Group Policy Modification,2023,2025,3,"APT41, Storm-0501, Cinnamon Tempest"
Group Policy Modification,2024,2026,3,"VOID MANTICORE, APT41, Storm-0501"
Hidden Files and Directories,2020,2022,3,"Rocke, Transparent Tribe, Mustang Panda"
Hidden Window,2022,2024,3,"Gamaredon Group, Kimsuky, ToddyCat"
IP Addresses,2021,2023,3,"Andariel, Magic Hound, HAFNIUM"
Identify Roles,2022,2024,3,"Volt Typhoon, LAPSUS$, HEXANE"
Ignore Process Interrupts,2024,2026,3,"Sea Turtle, UNC3886, Kimsuky"
Indicator Removal,2024,2026,3,"Mustang Panda, APT5, APT42"
Internal Proxy,2019,2021,3,"Higaisa, Turla, APT39"
Internal Proxy,2022,2024,3,"Volt Typhoon, Lazarus Group, FIN13"
Internal Spearphishing,2021,2023,3,"HEXANE, Leviathan, Kimsuky"
JavaScript,2025,2027,3,"APT-C-36, Mustang Panda, Contagious Interview"
Keylogging,2024,2026,3,"Volt Typhoon, APT5, APT42"
LNK Icon Smuggling,2025,2027,3,"Mustang Panda, Gamaredon Group, Kimsuky"
Linux and Mac Permissions,2019,2021,3,"TeamTNT, Rocke, APT32"
Local Account,2025,2027,3,"Medusa Group, APT42, Lotus Blossom"
Local Accounts,2021,2023,3,"Kimsuky, HAFNIUM, FIN7"
Local Storage Discovery,2021,2023,3,"Volt Typhoon, Chimera, Confucius"
Mail Protocols,2020,2022,3,"Kimsuky, APT32, Turla"
Malicious Copy and Paste,2025,2027,3,"MuddyWater, Kimsuky, Contagious Interview"
Masquerade Account Name,2024,2026,3,"APT3, Magic Hound, Storm-1811"
Masquerade File Type,2023,2025,3,"BlackByte, Mustang Panda, Volt Typhoon"
Masquerade File Type,2024,2026,3,"BlackByte, Mustang Panda, MirrorFace"
Masquerade Task or Service,2025,2027,3,"VOID MANTICORE, Storm-0501, UNC3886"
Modify Registry,2025,2027,3,"Lotus Blossom, APT42, Medusa Group"
Msiexec,2020,2022,3,"Molerats, Machete, ZIRCONIUM"
Multi-Factor Authentication Interception,2021,2023,3,"LAPSUS$, Kimsuky, Chimera"
Multi-Factor Authentication Request Generation,2022,2024,3,"LAPSUS$, Scattered Spider, APT29"
Multi-hop Proxy,2018,2020,3,"FIN4, APT29, Inception"
Multi-hop Proxy,2020,2022,3,"APT28, Leviathan, Inception"
Multi-hop Proxy,2025,2027,3,"Gamaredon Group, Lotus Blossom, Medusa Group"
Network Devices,2024,2026,3,"ZIRCONIUM, Leviathan, APT28"
Network Service Discovery,2025,2027,3,"Medusa Group, Lotus Blossom, Mustang Panda"
Network Share Discovery,2024,2026,3,"INC Ransom, Medusa Group, BlackByte"
Network Sniffing,2020,2022,3,"DarkVishnya, Kimsuky, Sandworm Team"
Network Sniffing,2025,2027,3,"Salt Typhoon, Velvet Ant, UNC3886"
Network Topology,2023,2025,3,"Salt Typhoon, Volt Typhoon, FIN13"
Network Topology,2024,2026,3,"Salt Typhoon, Volt Typhoon, MuddyWater"
Non-Application Layer Protocol,2025,2027,3,"Mustang Panda, UNC3886, Gamaredon Group"
Non-Standard Port,2022,2024,3,"RedEcho, WIRTE, Ember Bear"
Pass the Hash,2021,2023,3,"Wizard Spider, Chimera, FIN13"
Pass the Hash,2024,2026,3,"Ember Bear, APT41, Aquatic Panda"
Pass the Ticket,2017,2019,3,"BRONZE BUTLER, APT32, APT29"
Password Managers,2022,2024,3,"Threat Group-3390, LAPSUS$, Indrik Spider"
Password Managers,2025,2027,3,"Scattered Spider, UNC3886, Storm-0501"
Password Spraying,2017,2019,3,"APT33, Lazarus Group, Leafminer"
Password Spraying,2018,2020,3,"APT33, Leafminer, APT28"
Password Spraying,2022,2024,3,"Ember Bear, Agrius, HEXANE"
Password Spraying,2024,2026,3,"Ember Bear, HAFNIUM, Agrius"
Peripheral Device Discovery,2021,2023,3,"BackdoorDiplomacy, TeamTNT, OilRig"
Permission Groups Discovery,2024,2026,3,"APT41, Volt Typhoon, Scattered Spider"
Phishing,2022,2024,3,"Axiom, INC Ransom, Sea Turtle"
Phishing for Information,2021,2023,3,"APT28, ZIRCONIUM, Scattered Spider"
Phishing for Information,2023,2025,3,"Kimsuky, Moonstone Sleet, Scattered Spider"
Prevent Command History Logging,2024,2026,3,"Medusa Group, Sea Turtle, UNC3886"
Process Hollowing,2018,2020,3,"menuPass, Gorgon Group, Threat Group-3390"
Process Hollowing,2022,2024,3,"BlackByte, Kimsuky, TA2541"
Process Injection,2025,2027,3,"APT38, Gamaredon Group, Velvet Ant"
Python,2022,2024,3,"RedCurl, Cinnamon Tempest, Earth Lusca"
Python,2025,2027,3,"VOID MANTICORE, UNC3886, Contagious Interview"
RC Scripts,2023,2025,3,"Velvet Ant, APT29, UNC3886"
Reflective Code Loading,2024,2026,3,"FIN7, Kimsuky, Gamaredon Group"
Registry Run Keys / Startup Folder,2025,2027,3,"VOID MANTICORE, Storm-1811, Contagious Interview"
Remote Data Staging,2023,2025,3,"MoustachedBouncer, Sea Turtle, ToddyCat"
Remote Data Staging,2024,2026,3,"Sea Turtle, ToddyCat, MirrorFace"
Remote Desktop Software,2018,2020,3,"RTM, Thrip, Kimsuky"
Remote Desktop Software,2020,2022,3,"Evilnum, RTM, Mustang Panda"
Remote Services,2023,2025,3,"Aquatic Panda, Ember Bear, Wizard Spider"
Rename Legitimate Utilities,2019,2021,3,"APT32, menuPass, GALLIUM"
Rename Legitimate Utilities,2020,2022,3,"APT32, Lazarus Group, menuPass"
Replication Through Removable Media,2022,2024,3,"FIN7, Aoqin Dragon, LuminousMoth"
Right-to-Left Override,2020,2022,3,"Ferocious Kitten, BlackTech, BRONZE BUTLER"
Rootkit,2017,2019,3,"Winnti Group, APT41, APT28"
SMB/Windows Admin Shares,2025,2027,3,"Storm-1811, MirrorFace, Velvet Ant"
Scheduled Task,2025,2027,3,"APT42, Earth Lusca, Storm-0501"
Screen Capture,2025,2027,3,"APT42, VOID MANTICORE, Kimsuky"
Search Open Websites/Domains,2025,2027,3,"Mustang Panda, APT-C-36, Contagious Interview"
Search Victim-Owned Websites,2021,2023,3,"Kimsuky, Silent Librarian, EXOTIC LILY"
Security Account Manager,2021,2023,3,"Dragonfly, FIN13, APT29"
Service Execution,2025,2027,3,"FIN7, Medusa Group, Velvet Ant"
Service Stop,2019,2021,3,"Indrik Spider, Wizard Spider, Lazarus Group"
Service Stop,2023,2025,3,"LAPSUS$, Sandworm Team, Medusa Group"
Service Stop,2024,2026,3,"Kimsuky, Sandworm Team, Medusa Group"
Sharepoint,2024,2026,3,"HAFNIUM, Akira, VOID MANTICORE"
Software Deployment Tools,2023,2025,3,"Mustang Panda, Medusa Group, Sandworm Team"
Software Deployment Tools,2025,2027,3,"VOID MANTICORE, Mustang Panda, Medusa Group"
Software Discovery,2022,2024,3,"HEXANE, Volt Typhoon, SideCopy"
Spearphishing Link,2026,2028,3,"WIRTE, MirrorFace, APT-C-36"
Spearphishing Voice,2023,2025,3,"Scattered Spider, Storm-1811, LAPSUS$"
Steal Web Session Cookie,2025,2027,3,"APT42, Lotus Blossom, Kimsuky"
Supply Chain Compromise,2024,2026,3,"Ember Bear, OilRig, Sandworm Team"
Symmetric Cryptography,2022,2024,3,"MuddyWater, RedCurl, Volt Typhoon"
Symmetric Cryptography,2023,2025,3,"RedCurl, Volt Typhoon, Contagious Interview"
System Checks,2025,2027,3,"Gamaredon Group, WIRTE, Kimsuky"
System Language Discovery,2022,2024,3,"Ke3chang, Malteiro, BlackByte"
System Service Discovery,2018,2020,3,"APT1, OilRig, BRONZE BUTLER"
System Shutdown/Reboot,2019,2021,3,"APT38, APT37, Lazarus Group"
System Time Discovery,2018,2020,3,"BRONZE BUTLER, The White Company, Lazarus Group"
System Time Discovery,2025,2027,3,"FIN7, Kimsuky, UNC3886"
Timestomp,2017,2019,3,"APT32, APT28, Lazarus Group"
Timestomp,2021,2023,3,"APT29, Chimera, APT38"
Timestomp,2024,2026,3,"APT5, Mustang Panda, UNC3886"
Traffic Signaling,2025,2027,3,"UNC3886, Mustang Panda, Kimsuky"
Transfer Data to Cloud Account,2024,2026,3,"RedCurl, INC Ransom, Storm-0501"
Unix Shell,2020,2022,3,"Rocke, TeamTNT, APT41"
Visual Basic,2025,2027,3,"APT42, Contagious Interview, MirrorFace"
Web Protocols,2025,2027,3,"Medusa Group, VOID MANTICORE, APT42"
Web Service,2022,2024,3,"RedCurl, Mustang Panda, EXOTIC LILY"
Web Service,2024,2026,3,"RedCurl, APT42, VOID MANTICORE"
Windows Credential Manager,2019,2021,3,"OilRig, Stealth Falcon, Turla"
Windows Host Firewall,2020,2022,3,"Lazarus Group, Magic Hound, Moses Staff"
Windows Host Firewall,2022,2024,3,"OilRig, Magic Hound, Moses Staff"
Windows Host Firewall,2024,2026,3,"OilRig, VOID MANTICORE, MirrorFace"
Windows Management Instrumentation,2026,2028,3,"MirrorFace, APT-C-36, VOID MANTICORE"
Windows Management Instrumentation Event Subscription,2017,2019,3,"APT29, Leviathan, Turla"
Windows Management Instrumentation Event Subscription,2021,2023,3,"Mustang Panda, Metador, FIN8"
Windows Management Instrumentation Event Subscription,2023,2025,3,"Rancor, HEXANE, Metador"
Winlogon Helper DLL,2018,2020,3,"Tropic Trooper, Turla, Wizard Spider"
